Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-06-02,-0.6077804054921411,-0.6078928092652911,-0.6078697200562344,-0.6078210183413261,-0.9992913965461213,0.0,0.0
1986-06-03,-0.6078118476524641,-0.6079239253113954,-0.6078856257141229,-0.6078210183413261,-1.3840146219426852,0.0,0.0
1986-06-04,-0.6078118473527155,-0.6079161460010487,-0.6078856254154889,-0.6078288766232892,-1.3915434521852794,0.0,0.0
1986-06-05,-0.6078197075266432,-0.6079161456311121,-0.6078856250457833,-0.607813159086295,-1.1566439486163402,0.0,0.0
1986-06-06,-0.6078039864366171,-0.6079161456311121,-0.6078776676407841,-0.607813159086295,-1.4254231882769535,0.0,0.0
1986-06-09,-0.6078039867324811,-0.6079161459239074,-0.6079094701204542,-0.6078603199142975,-1.1837477374896794,0.0,0.0
1986-06-10,-0.6078511590308361,-0.607962828956987,-0.6079253666418264,-0.6078603199142975,-1.4254231882769535,0.0,0.0
1986-06-11,-0.6078511590308361,-0.607962828956987,-0.6079253666418264,-0.6078603199142975,-1.4547856262230707,0.0,0.0
1986-06-12,-0.6078511594935294,-0.6079628294148811,-0.6079571601310002,-0.6078996132702491,-1.1566439486163402,0.0,0.0
1986-06-13,-0.6078904621901383,-0.6079939454579809,-0.6079571601310002,-0.6078996132702491,-1.3087263195167431,0.0,0.0
1986-06-16,-0.6078904619999892,-0.6079939452683107,-0.6079651081988958,-0.6079074716603308,-1.2643062210854374,0.0,0.0
1986-06-17,-0.6078904616262338,-0.6079783868650892,-0.6079492113036881,-0.6078917541233365,-1.1732073751500474,0.0,0.0
1986-06-18,-0.6078826016508165,-0.6079939454579809,-0.6079651083881151,-0.6078996132702491,-1.401330931500652,0.0,0.0
1986-06-19,-0.6078904619999892,-0.6079939452683107,-0.6079651081988958,-0.6079074716603308,-1.2936686590315547,0.0,0.0
1986-06-20,-0.6078983221844007,-0.6080017239250348,-0.6079571595798583,-0.6079035419787558,-1.415635708961581,0.0,0.0
1986-06-23,-0.6078943918643964,-0.6079939448954966,-0.6079730560886081,-0.6078917541233365,-0.3073918972517137,0.0,0.0
1986-06-24,-0.6078826016508165,-0.607986166447206,-0.6079571601310002,-0.6078996132702491,-1.1340574578885576,0.0,0.0
1986-06-25,-0.6078904618067734,-0.6079939450755815,-0.6079651080066248,-0.6079153300504125,-1.116741148330591,0.0,0.0
1986-06-26,-0.6079061831049685,-0.6080095033161093,-0.6079969012562763,-0.6079467645838077,-1.0143490570313096,0.0,0.0
1986-06-27,-0.6079376251850367,-0.6080406192821107,-0.6080127976911444,-0.6079546230820081,-1.2432254964061735,0.0,0.0
1986-06-30,-0.6079454859410182,-0.6080017244432173,-0.608012797906367,-0.6079231889810878,0.11497547935782129,0.0,0.0
1986-07-01,-0.6079140437829118,-0.6080250614761502,-0.607981004877079,-0.6079231889810878,-0.2712535120872615,0.0,0.0
1986-07-02,-0.6079140437829118,-0.6080250614761502,-0.607981004877079,-0.6079231889810878,-0.13949898284186288,0.0,0.0
1986-07-03,-0.6079061830816509,-0.6080017242805791,-0.6079651081988958,-0.6079074716603308,-1.1453507032524488,0.0,0.0
1986-07-07,-0.6078983225643257,-0.6080095033161093,-0.6079969012562763,-0.6079467645838077,-1.147609352325227,0.0,0.0
1986-07-08,-0.6079376252376373,-0.6080483983469283,-0.6080287034029752,-0.6079703402946464,-1.1423391711554112,0.0,0.0
1986-07-09,-0.6079612068155164,-0.6080717353395826,-0.6080684446535148,-0.6080096421919737,-0.30889766330023255,0.0,0.0
1986-07-10,-0.6080005185867776,-0.6081028603614897,-0.6081240824893539,-0.6080332179568717,-0.2893227046694876,0.0,0.0
1986-07-11,-0.6080241001869464,-0.6080950813251629,-0.6080843411716942,-0.6080096421919737,-1.0602749215111344,0.0,0.0
1986-07-14,-0.6080240999783372,-0.6081028601238494,-0.608084340960757,-0.608021429885215,-0.7674034250742198,0.0,0.0
1986-07-15,-0.6080123094087703,-0.6080950813251629,-0.6080843411716942,-0.6080096421919737,-1.1701958430530097,0.0,0.0
1986-07-16,-0.6079926578163636,-0.6080795230909967,-0.6080525479275587,-0.6079782076585786,-1.2703292852795127,0.0,0.0
1986-07-17,-0.6079690764167974,-0.6080639563457753,-0.6080366516359764,-0.6079624816883272,-1.333571459317304,0.0,0.0
1986-07-18,-0.6079533462676973,-0.6080483982948732,-0.6080366516107069,-0.6079546230820081,-1.1927823337807923,0.0,0.0
1986-07-21,-0.607945485726367,-0.6080406192821107,-0.6080048494319985,-0.6079546230820081,-1.4231645392041752,0.0,0.0
1986-07-22,-0.6079454859410182,-0.6080250614761502,-0.608004849649045,-0.6079231889810878,-1.2402139643091359,0.0,0.0
1986-07-23,-0.6079140436456113,-0.6080095033161093,-0.6079969012562763,-0.6079467645838077,-0.9714347246485228,0.0,0.0
1986-07-24,-0.6079219039762301,-0.6080017240893673,-0.6079810045270073,-0.6079153300504125,-1.1453507032524488,0.0,0.0
1986-07-25,-0.6079061830816509,-0.6080017242805791,-0.6079651081988958,-0.6079074716603308,-0.9804693209396358,0.0,0.0
1986-07-28,-0.6078983223995655,-0.608009503153058,-0.6079810045767743,-0.6079310472630508,-1.206334228217462,0.0,0.0
1986-07-29,-0.6079219041023762,-0.6080250612565855,-0.6080207459502901,-0.6079546230820081,-1.147609352325227,0.0,0.0
1986-07-30,-0.6079454854853278,-0.6080561770690966,-0.6080684444199473,-0.6079860662108384,-0.8246225349179357,0.0,0.0
1986-07-31,-0.6079769366147147,-0.6080795229757381,-0.6080445995508944,-0.6079939247090388,-1.106200785990959,0.0,0.0
1986-08-01,-0.6079847975091981,-0.6080873023410324,-0.6080604964228624,-0.6080017836397139,-1.177724673295604,0.0,0.0
1986-08-04,-0.6079926580502218,-0.6081028603659508,-0.6080763929405342,-0.6080017836397139,-1.1897708016837547,0.0,0.0
1986-08-05,-0.6079926580218472,-0.6080950813251629,-0.6080604963944252,-0.6080096421919737,-1.4412337317864012,0.0,0.0
1986-08-06,-0.608000518370812,-0.608102860145856,-0.6080843409824466,-0.6080175005820555,-1.036182664734833,0.0,0.0
1986-08-07,-0.6080083790471318,-0.6081106392933967,-0.6080843411148334,-0.6080253592964933,-1.419400124082878,0.0,0.0
1986-08-08,-0.6080162394567955,-0.608102860145856,-0.6080763927216207,-0.6080175005820555,-1.4066011126704678,0.0,0.0
1986-08-11,-0.6079926577866956,-0.6080795230608571,-0.6080525478975597,-0.6079860662108384,-1.3072205534682244,0.0,0.0
1986-08-12,-0.6079769369579104,-0.6080639563457753,-0.6080366516359764,-0.6079624816883272,-1.2537658587458054,0.0,0.0
1986-08-13,-0.6079533462676973,-0.6080561773076358,-0.6080207459502901,-0.6079546230820081,-1.335077225365823,0.0,0.0
1986-08-14,-0.6079454856513302,-0.6080250611798311,-0.6080048493561243,-0.6079310472630508,-0.9887510342064894,0.0,0.0
1986-08-15,-0.6079219039927388,-0.6080250611471961,-0.6079889528037546,-0.6079271179058319,-1.3554050670208273,0.0,0.0
1986-08-18,-0.607917973308109,-0.6080250607698217,-0.6079889524244391,-0.6079389054368952,-1.1807362053926416,0.0,0.0
1986-08-19,-0.6079297641598382,-0.6080367292615152,-0.6080048489508172,-0.6079389054368952,-0.9819750869881546,0.0,0.0
1986-08-20,-0.6079297647268967,-0.6080406193644382,-0.6079969012562763,-0.6079467645838077,-0.9721876076727821,0.0,0.0
1986-08-21,-0.6079376252675396,-0.6080328403523559,-0.6079969012562763,-0.6079467645838077,-0.2200574664376209,0.0,0.0
1986-08-22,-0.6079376252111142,-0.6080406193081327,-0.6080287033770503,-0.6079624816883272,-1.3644396633119402,0.0,0.0
1986-08-25,-0.6079533462933401,-0.6080639563457753,-0.6080287033770503,-0.6079624816883272,-1.451774094126033,0.0,0.0
1986-08-26,-0.6079533463194211,-0.6080639563715858,-0.608020746002148,-0.6079703402946464,-1.2311793680180227,0.0,0.0
1986-08-27,-0.6079612068603131,-0.6080639563715858,-0.6080287034029752,-0.6079703402946464,-1.2658119871339562,0.0,0.0
1986-08-28,-0.6079612068603131,-0.6080639563715858,-0.608020746002148,-0.6079703402946464,-1.4254231882769535,0.0,0.0
1986-08-29,-0.6079612064852856,-0.6080639559972763,-0.6080604960747814,-0.6079939247090388,-0.850220557742756,0.0,0.0
1986-09-02,-0.6079847972848286,-0.6080950811314492,-0.6080803668861461,-0.6080175005820555,-1.3787444407728693,0.0,0.0
1986-09-03,-0.6080162394199234,-0.6081261971525869,-0.608116133990161,-0.6080410762928942,-1.036182664734833,0.0,0.0
1986-09-04,-0.6080162396877878,-0.6080717353839147,-0.6080763929551908,-0.6079703402946464,-0.4843194079526775,0.0,0.0
1986-09-05,-0.6079612067352517,-0.6080328401932177,-0.6080287032776003,-0.6079310472630508,-0.8261283009664545,0.0,0.0
1986-09-08,-0.6079219036145094,-0.6080250607698217,-0.6079889524244391,-0.6079389054368952,-1.2635533380611779,0.0,0.0
1986-09-09,-0.6079297648619649,-0.6080017244432173,-0.6079889531344009,-0.6079231889810878,-0.5340096875537993,0.0,0.0
1986-09-10,-0.6079140430691805,-0.6080172817531019,-0.6079889524244391,-0.6079389054368952,-1.2304264849937634,0.0,0.0
1986-09-11,-0.6079297644303848,-0.6080328400564944,-0.6080287031447736,-0.6079782076585786,-0.5829470841306617,0.0,0.0
1986-09-12,-0.6079690764271507,-0.6080717353686571,-0.6080525481640267,-0.6080017836397139,-0.8758185805675763,0.0,0.0
1986-09-15,-0.6079926577866956,-0.6080873020756241,-0.6080684444199473,-0.6079860662108384,-0.9270146262172169,0.0,0.0
1986-09-16,-0.6079769366999844,-0.6080795230608571,-0.6080525478975597,-0.6079860662108384,-1.3794973237971286,0.0,0.0
1986-09-17,-0.6079769369579104,-0.6080483983206803,-0.6080445998949024,-0.6079624816883272,-1.3049619043954461,0.0,0.0
1986-09-18,-0.6079533462676973,-0.6080406192821107,-0.6080127976911444,-0.6079546230820081,-1.3749800256515723,0.0,0.0
1986-09-19,-0.607945485726367,-0.6080483982948732,-0.6080127976911444,-0.6079546230820081,-1.4495154450532548,0.0,0.0
1986-09-22,-0.6079454857522271,-0.6080561773332277,-0.6080127977170733,-0.6079624816883272,-1.3975665163793547,0.0,0.0
1986-09-23,-0.6079533463488253,-0.6080406193644382,-0.6080127977731776,-0.6079467645838077,-1.3591694821421243,0.0,0.0
1986-09-24,-0.6079376249583971,-0.6080483980705844,-0.6080127974657947,-0.6079585521148709,-1.3900376861367605,0.0,0.0
1986-09-25,-0.6079494157543817,-0.6080561771000159,-0.6080287031447736,-0.6079782076585786,-1.3802502068213882,0.0,0.0
1986-09-26,-0.6079690761870842,-0.6080717351290303,-0.608036651405702,-0.6079782076585786,-1.4540327431988114,0.0,0.0
1986-09-29,-0.6079690764271507,-0.6080795233285732,-0.6080525481640267,-0.6080017836397139,-1.353146417948049,0.0,0.0
1986-09-30,-0.6079926580502218,-0.6080873023410324,-0.6080525481640267,-0.6080017836397139,-1.3794973237971286,0.0,0.0
1986-10-01,-0.6079926580218472,-0.6080873023124552,-0.6080763929126046,-0.6080096421919737,-0.6672699828477168,0.0,0.0
1986-10-02,-0.6080005185631221,-0.6080950813251629,-0.6080684446535148,-0.6080096421919737,-0.9209915620231415,0.0,0.0
1986-10-03,-0.6080005185912455,-0.6080950813534917,-0.6080604964228624,-0.6080017836397139,-1.1302930427672604,0.0,0.0
1986-10-06,-0.6079690763184449,-0.6080172821664446,-0.6080287032776003,-0.6079310472630508,0.7157761327168389,0.0,0.0
1986-10-07,-0.6079219041561926,-0.6079939452609759,-0.6079810047089781,-0.6079114009094311,0.04796889019873285,0.0,0.0
1986-10-08,-0.6079022525960284,-0.6079744975842252,-0.6079730562762511,-0.6078838957332549,1.6117069315855495,0.0,0.0
1986-10-09,-0.6078747405311395,-0.6079317038185785,-0.6079333147728239,-0.6078524611998597,0.9047497718059535,0.0,0.0
1986-10-10,-0.6078432985956854,-0.6078850299806804,-0.6079174184883951,-0.6078053009124506,0.4914169914875316,0.0,0.0
1986-10-13,-0.6077961260513497,-0.6079083667727936,-0.607901521726027,-0.6078524611998597,-0.8058004593114502,0.0,0.0
1986-10-14,-0.6078354378733105,-0.6079317038803048,-0.607893573526462,-0.6078367440953402,-1.1784775563198633,0.0,0.0
1986-10-15,-0.6078275773603666,-0.6078850298231862,-0.6078856252960194,-0.6077895835916937,0.14584368335245754,0.0,0.0
1986-10-16,-0.607780405060135,-0.6078850298231862,-0.6078458748488804,-0.6077895835916937,-0.9435780527509241,0.0,0.0
1986-10-17,-0.6077804050726948,-0.6078539138445134,-0.6078379266005781,-0.6077581492745359,1.7381912796611323,0.0,0.0
1986-10-20,-0.60774896291705,-0.607838355832364,-0.607829978356163,-0.6077502907763355,-0.3766571354835804,0.0,0.0
1986-10-21,-0.6077332417963907,-0.6078072397393042,-0.6077902370170646,-0.6077031392465394,1.4227332924964349,0.0,0.0
1986-10-22,-0.6076939391478685,-0.6077955711840005,-0.6077584439729238,-0.6077031392465394,-0.08830293719222229,0.0,0.0
1986-10-23,-0.6076939391478685,-0.6077994606579203,-0.607762418069329,-0.6077031392465394,0.32653560917471847,0.0,0.0
1986-10-24,-0.6076939397840557,-0.6078072403688931,-0.6077902376390517,-0.607710998393452,1.1351319772293362,0.0,0.0
1986-10-27,-0.6076939388287331,-0.6077761142756601,-0.6077504954574167,-0.6076716954149378,1.7698123666800278,0.0,0.0
1986-10-28,-0.6076624875625863,-0.6077294402692729,-0.6077186932184494,-0.6076441905631176,2.214013350993086,0.0,0.0
1986-10-29,-0.6076349757280756,-0.6077449982725381,-0.607742547188231,-0.6076795541293756,-0.12368843933241505,0.0,0.0
1986-10-30,-0.6076703484659116,-0.6077449985989779,-0.6077345900360701,-0.6076559786347743,-0.3548235277800572,0.0,0.0
1986-10-31,-0.6076467663806799,-0.6077449982088473,-0.6077266414575455,-0.6076716954149378,0.1511138645222735,0.0,0.0
1986-11-03,-0.6076546271830164,-0.607744998400041,-0.607710745122869,-0.6076481199203365,-0.4120426376237732,0.0,0.0
1986-11-04,-0.6076389069002923,-0.6077061042166932,-0.6076948494134404,-0.6076009692554899,-0.0928202353377788,0.0,0.0
1986-11-05,-0.607591742852453,-0.6076205252280259,-0.6076551073798135,-0.6075223735697363,-0.3360014521735717,0.0,0.0
1986-11-06,-0.6075131287044863,-0.6075660725318086,-0.607575615817835,-0.6074909395769345,0.3822489529699156,0.0,0.0
1986-11-07,-0.6074816861941832,-0.6075894091649955,-0.6075676672880348,-0.6074987977507789,-0.35632929382857603,0.0,0.0
1986-11-10,-0.607489546362454,-0.6076049668907155,-0.607607417509886,-0.6075538166445071,-0.7651447760014415,0.0,0.0
1986-11-11,-0.607536710721394,-0.6076360840450832,-0.6075915128009266,-0.6075459500374056,-1.2040755791446838,0.0,0.0
1986-11-12,-0.607536710721394,-0.6076205260234395,-0.6076074185938247,-0.6075459500374056,-0.6220970013921515,0.0,0.0
1986-11-13,-0.6075367106774865,-0.6076438630789708,-0.6076153667391444,-0.6075656055811133,-0.7252419757156922,0.0,0.0
1986-11-14,-0.6075563701434493,-0.607659429024641,-0.6076392105641911,-0.6075538166445071,-1.025642302395201,0.0,0.0
1986-11-17,-0.6075445803694646,-0.6076360840450832,-0.6076153667827628,-0.6075459500374056,-0.8795829956888734,0.0,0.0
1986-11-18,-0.6075367105011895,-0.6076438629034823,-0.6076630561147978,-0.6076166861437721,0.04495735810169517,0.0,0.0
1986-11-19,-0.6076074644278289,-0.6076672089044705,-0.6076630560662875,-0.6075695346139761,-0.24113819111688467,0.0,0.0
1986-11-20,-0.6075603010667393,-0.6075738516853327,-0.6076153663970424,-0.6074673639742145,1.0515619615365406,0.0,0.0
1986-11-21,-0.6074502441893613,-0.6075116102395782,-0.6075040813664797,-0.6074202122281812,0.8655998545444636,0.0,0.0
1986-11-24,-0.6074109418325566,-0.6074027044833766,-0.607512029980256,-0.6073023247001373,3.029385666266039,0.0,0.0
1986-11-25,-0.6072930240158,-0.6073871458691075,-0.6073530550627526,-0.6072866069469057,0.9890726705230086,0.0,0.0
1986-11-26,-0.6072773035187723,-0.6073871464575642,-0.6073451073247638,-0.6073023247001373,-0.5008828344863848,0.0,0.0
1986-11-28,-0.607293024720656,-0.6074027046016588,-0.6073848486702851,-0.6073259006272134,-0.43462912835155576,0.0,0.0
1986-12-01,-0.6073166067653494,-0.6074260419245046,-0.6074086938641123,-0.6073573351606085,-0.46173291722489496,0.0,0.0
1986-12-02,-0.6073401870302503,-0.6074260406269401,-0.6073927960510398,-0.607349475364984,-0.7628861269286632,0.0,0.0
1986-12-03,-0.6073401882817354,-0.6074415999121775,-0.6074086938306271,-0.6073612645178275,-0.5957460955430718,0.0,0.0
1986-12-04,-0.6073519784619169,-0.6074338202974563,-0.6074166413547758,-0.6073416172992582,-0.4037609243569195,0.0,0.0
1986-12-05,-0.607332326417118,-0.6074415986610355,-0.6073927960510398,-0.607349475364984,1.295496061396593,0.0,0.0
1986-12-08,-0.6073401870733149,-0.6074415987040885,-0.6074325373428707,-0.6073651925776221,-0.9224973280716604,0.0,0.0
1986-12-09,-0.6073559081449558,-0.6074649356686684,-0.6074245891285388,-0.6073730510758226,-1.0941546576028083,0.0,0.0
1986-12-10,-0.6073637698320905,-0.6074649368775934,-0.6074325385336072,-0.6073612645178275,-0.7937543309232994,0.0,0.0
1986-12-11,-0.6073519778824767,-0.6074493776113113,-0.6074086925780884,-0.607349475364984,-1.2108515263630184,0.0,0.0
1986-12-12,-0.6073401878156885,-0.6074571574724231,-0.6074484345933254,-0.6074044861498111,-0.8539849728640531,0.0,0.0
1986-12-15,-0.6073952117557802,-0.6075038317657978,-0.6075120301568356,-0.6074437883714946,-0.18768349639446583,0.0,0.0
1986-12-16,-0.6074266620732783,-0.6075116096789995,-0.6074802360914586,-0.6074280701857881,0.5057217689484607,0.0,0.0
1986-12-17,-0.6074188019533098,-0.6075116101752918,-0.6074722882583766,-0.6074123535137433,-0.9044281354894342,0.0,0.0
1986-12-18,-0.6074030811977633,-0.6075038315585342,-0.6074643403985057,-0.6074005569007109,-1.1837477374896794,0.0,0.0
1986-12-19,-0.607387350345959,-0.6074571567377492,-0.6074404856743977,-0.6073651925776221,-0.035601125494062844,0.0,0.0
1986-12-22,-0.607355908121571,-0.6074415986610355,-0.6074086925780884,-0.607349475364984,-1.036182664734833,0.0,0.0
1986-12-23,-0.6073401880585889,-0.6074415996890923,-0.607392797090854,-0.6073337592335325,-0.8931348901255429,0.0,0.0
1986-12-24,-0.6073244662117494,-0.6074415989310259,-0.6073848479937621,-0.607337687725802,-1.3313128102445257,0.0,0.0
1986-12-26,-0.6073283967664007,-0.6074338202974563,-0.6073848483127275,-0.6073416172992582,-1.4178943580343593,0.0,0.0
1986-12-29,-0.6073323272065634,-0.6074338204999483,-0.6074484345933254,-0.6074044861498111,-0.4248416490361833,0.0,0.0
1986-12-30,-0.6073952117037071,-0.6074882736895442,-0.6074643405548372,-0.6073887691534102,-0.8509734407670154,0.0,0.0
1986-12-31,-0.6073794897141034,-0.607457156718512,-0.6074325373237163,-0.6073730510758226,-0.9044281354894342,0.0,0.0
1987-01-02,-0.6073637695405629,-0.6074649365860999,-0.6074404865687013,-0.6073887691534102,-1.1845006205139388,0.0,0.0
1987-01-05,-0.6073794904904796,-0.6073949254036983,-0.6074404864362735,-0.6073023247001373,-0.24716125531096003,0.0,0.0
1987-01-06,-0.6072930245664276,-0.6073793673422653,-0.6073530556167687,-0.6072787489892988,-0.4685088644432297,0.0,0.0
1987-01-07,-0.6072694426651672,-0.6073015679055443,-0.6073212622312735,-0.6071922951297006,0.07958997721762852,0.0,0.0
1987-01-08,-0.6071751083505892,-0.6072315490377995,-0.6072258752156591,-0.6071372863991283,0.09238898863003867,0.0,0.0
1987-01-09,-0.6071279446864568,-0.6071693165118148,-0.6071861334291098,-0.6070665496440498,0.15036098149801405,0.0,0.0
1987-01-12,-0.6070571900536845,-0.6070448426787093,-0.6071225375584681,-0.6069486611429379,1.8518766163243048,0.0,0.0
1987-01-13,-0.606954993933408,-0.6070759587737029,-0.6070748480358944,-0.6070036803610223,0.4801237461236403,0.0,0.0
1987-01-14,-0.6069943057534424,-0.6071070839094594,-0.607082796364211,-0.6070036803610223,0.3009375863498982,0.0,0.0
1987-01-15,-0.6069943058568997,-0.6069670528260972,-0.6070430551001387,-0.606901509937498,1.5439474594022018,0.0,0.0
1987-01-16,-0.6068921096889102,-0.607013726756853,-0.607027158435384,-0.6069486611429379,0.1955339629535793,0.0,0.0
1987-01-19,-0.6069392728433441,-0.6069903896842268,-0.6070271584698624,-0.606877934010422,0.7918173181670405,0.0,0.0
